you,have	4.000000	0.500000	0.007092	0.013986
the,trip	3.000000	1.000000	0.005319	0.010582
and,that	2.000000	0.666667	0.003546	0.007055
the,hype	3.000000	1.000000	0.005319	0.010582
keep,up	2.000000	1.000000	0.003546	0.007067
indian,restaur	4.000000	1.000000	0.007092	0.014085
be,go	3.000000	1.000000	0.005319	0.010582
do,not	4.000000	0.500000	0.007092	0.013986
dine,experi	4.000000	1.000000	0.007092	0.014085
be,prepar	2.000000	1.000000	0.003546	0.007067
thi,wa	4.000000	0.666667	0.007092	0.014035
the,great	2.000000	0.500000	0.003546	0.007042
the,experi	2.000000	1.000000	0.003546	0.007067
to,pay	2.000000	0.333333	0.003546	0.007018
to,return	2.000000	1.000000	0.003546	0.007067
are,in	3.000000	0.600000	0.005319	0.010545
that,i	4.000000	0.285714	0.007092	0.013841
never,write	2.000000	1.000000	0.003546	0.007067
great,to	2.000000	0.500000	0.003546	0.007042
my,husband	3.000000	0.333333	0.005319	0.010471
i'v,live	2.000000	1.000000	0.003546	0.007067
time,in	3.000000	1.000000	0.005319	0.010582
the,four	4.000000	0.800000	0.007092	0.014060
ani,other	2.000000	1.000000	0.003546	0.007067
reason,price	2.000000	0.222222	0.003546	0.006981
is,that	2.000000	0.500000	0.003546	0.007042
girlfriend,and	2.000000	1.000000	0.003546	0.007067
wa,so	6.000000	0.461538	0.010638	0.020797
restaur,is	4.000000	0.444444	0.007092	0.013962
go,and	3.000000	1.000000	0.005319	0.010582
thank,you	3.000000	1.000000	0.005319	0.010582
to,tri	5.000000	0.555556	0.008865	0.017452
the,peopl	3.000000	0.375000	0.005319	0.010490
place,but	3.000000	0.500000	0.005319	0.010526
to,see	3.000000	0.600000	0.005319	0.010545
a,tri	2.000000	1.000000	0.003546	0.007067
find,in	2.000000	0.666667	0.003546	0.007055
i,could	3.000000	0.500000	0.005319	0.010526
place,ha	3.000000	0.300000	0.005319	0.010453
like,thi	3.000000	0.600000	0.005319	0.010545
the,show	2.000000	1.000000	0.003546	0.007067
the,fact	2.000000	0.500000	0.003546	0.007042
is,pretti	2.000000	0.666667	0.003546	0.007055
were,not	2.000000	0.400000	0.003546	0.007030
and,the	8.000000	0.077670	0.014184	0.023988
up,for	4.000000	0.444444	0.007092	0.013962
