us,out	2.000000	1.000000	0.002004	0.004000
you,have	5.000000	0.625000	0.005010	0.009940
with,great	3.000000	1.000000	0.003006	0.005994
said,we	2.000000	1.000000	0.002004	0.004000
the,trip	3.000000	1.000000	0.003006	0.005994
and,that	3.000000	1.000000	0.003006	0.005994
had,the	2.000000	0.117647	0.002004	0.003941
waiter,are	2.000000	1.000000	0.002004	0.004000
i,ask	4.000000	1.000000	0.004008	0.007984
45,minut	2.000000	0.666667	0.002004	0.003996
and,noth	2.000000	1.000000	0.002004	0.004000
that,were	3.000000	0.750000	0.003006	0.005988
special,occass	2.000000	1.000000	0.002004	0.004000
manhattan,and	2.000000	1.000000	0.002004	0.004000
good,to	2.000000	0.666667	0.002004	0.003996
too,much	2.000000	0.500000	0.002004	0.003992
the,hype	2.000000	0.666667	0.002004	0.003996
much,as	2.000000	1.000000	0.002004	0.004000
keep,up	2.000000	1.000000	0.002004	0.004000
indian,restaur	4.000000	1.000000	0.004008	0.007984
the,world	2.000000	1.000000	0.002004	0.004000
be,go	3.000000	1.000000	0.003006	0.005994
which,we	2.000000	1.000000	0.002004	0.004000
qualiti,and	2.000000	0.666667	0.002004	0.003996
when,the	5.000000	1.000000	0.005010	0.009970
ambienc,wa	2.000000	1.000000	0.002004	0.004000
staff,wa	4.000000	1.000000	0.004008	0.007984
area,is	2.000000	1.000000	0.002004	0.004000
nice,and	6.000000	1.000000	0.006012	0.011952
there,with	2.000000	1.000000	0.002004	0.004000
the,pricey	2.000000	1.000000	0.002004	0.004000
got,a	3.000000	0.600000	0.003006	0.005982
friendli,and	9.000000	1.000000	0.009018	0.017875
do,not	3.000000	0.375000	0.003006	0.005964
at,thi	3.000000	0.600000	0.003006	0.005982
had,no	2.000000	0.666667	0.002004	0.003996
which,are	2.000000	0.666667	0.002004	0.003996
been,a	2.000000	1.000000	0.002004	0.004000
where,the	2.000000	1.000000	0.002004	0.004000
dine,experi	4.000000	1.000000	0.004008	0.007984
our,tabl	2.000000	1.000000	0.002004	0.004000
to,rush	2.000000	1.000000	0.002004	0.004000
st,bart'	2.000000	1.000000	0.002004	0.004000
chanc,to	2.000000	1.000000	0.002004	0.004000
thi,wa	6.000000	1.000000	0.006012	0.011952
the,great	3.000000	0.750000	0.003006	0.005988
a,coupl	2.000000	0.500000	0.002004	0.003992
the,past	3.000000	1.000000	0.003006	0.005994
to,pay	4.000000	0.666667	0.004008	0.007968
servic,vari	2.000000	1.000000	0.002004	0.004000
to,return	2.000000	1.000000	0.002004	0.004000
are,in	4.000000	0.800000	0.004008	0.007976
that,i	6.000000	0.428571	0.006012	0.011858
never,write	2.000000	1.000000	0.002004	0.004000
our,order	5.000000	1.000000	0.005010	0.009970
