with,great	3.000000	1.000000	0.013274	0.026201
ambienc,wa	2.000000	1.000000	0.008850	0.017544
area,is	2.000000	1.000000	0.008850	0.017544
nice,and	4.000000	0.666667	0.017699	0.034483
friendli,and	2.000000	0.222222	0.008850	0.017021
which,are	2.000000	0.666667	0.008850	0.017467
cramp,but	2.000000	1.000000	0.008850	0.017544
back,garden	2.000000	1.000000	0.008850	0.017544
wa,so	2.000000	0.153846	0.008850	0.016736
restaur,is	4.000000	0.444444	0.017699	0.034043
wa,pretti	2.000000	0.200000	0.008850	0.016949
the,waiter	2.000000	0.105263	0.008850	0.016327
romant,cozi	2.000000	1.000000	0.008850	0.017544
place,ha	5.000000	0.500000	0.022124	0.042373
went,here	2.000000	0.500000	0.008850	0.017391
and,the	25.000000	0.242718	0.110619	0.151976
up,for	2.000000	0.222222	0.008850	0.017021
the,one	2.000000	0.666667	0.008850	0.017467
date,or	2.000000	0.666667	0.008850	0.017467
is,the	6.000000	0.171429	0.026549	0.045977
i,like	4.000000	0.571429	0.017699	0.034335
as,it	2.000000	0.500000	0.008850	0.017391
one,of	2.000000	0.074074	0.008850	0.015810
for,is	2.000000	1.000000	0.008850	0.017544
place,to	5.000000	0.192308	0.022124	0.039683
i,had	2.000000	0.066667	0.008850	0.015625
and,friendli	2.000000	0.250000	0.008850	0.017094
to,our	2.000000	0.400000	0.008850	0.017316
the,tabl	2.000000	0.200000	0.008850	0.016949
to,it	2.000000	0.500000	0.008850	0.017391
thi,place	14.000000	0.170732	0.061947	0.090909
but,they	4.000000	0.285714	0.017699	0.033333
is,small	2.000000	1.000000	0.008850	0.017544
highli,recommend	3.000000	0.136364	0.013274	0.024194
you,like	2.000000	0.285714	0.008850	0.017167
modern,japanes	2.000000	0.666667	0.008850	0.017467
a,bit	4.000000	0.250000	0.017699	0.033058
my,favorit	2.000000	0.125000	0.008850	0.016529
for,an	2.000000	0.500000	0.008850	0.017391
but,the	10.000000	0.333333	0.044248	0.078125
the,design	2.000000	1.000000	0.008850	0.017544
servic,wa	5.000000	0.138889	0.022124	0.038168
but,not	2.000000	0.111111	0.008850	0.016393
is,beauti	2.000000	0.666667	0.008850	0.017467
a,small	2.000000	0.333333	0.008850	0.017241
to,the	5.000000	0.161290	0.022124	0.038911
and,afford	2.000000	1.000000	0.008850	0.017544
