need,it	2.000000	0.200000	0.013605	0.025478
expens,but	2.000000	1.000000	0.013605	0.026846
be,better	2.000000	0.333333	0.013605	0.026144
it,cost	2.000000	1.000000	0.013605	0.026846
qualiti,and	3.000000	0.300000	0.020408	0.038217
valu,for	6.000000	1.000000	0.040816	0.078431
overal,for	2.000000	1.000000	0.013605	0.026846
price,tag	2.000000	1.000000	0.013605	0.026846
not,worth	3.000000	0.750000	0.020408	0.039735
need,an	2.000000	1.000000	0.013605	0.026846
an,incred	2.000000	1.000000	0.013605	0.026846
and,the	7.000000	0.102941	0.047619	0.065116
bought,it	3.000000	0.200000	0.020408	0.037037
is,the	2.000000	0.046512	0.013605	0.021053
i,expect	2.000000	0.333333	0.013605	0.026144
out,of	3.000000	0.103448	0.020408	0.034091
is,an	2.000000	0.222222	0.013605	0.025641
the,money	12.000000	0.857143	0.081633	0.149068
a,great	18.000000	0.315789	0.122449	0.176471
it,to	4.000000	0.108108	0.027211	0.043478
175,to	2.000000	1.000000	0.013605	0.026846
but,not	2.000000	0.666667	0.013605	0.026667
great,valu	6.000000	0.857143	0.040816	0.077922
is,well	2.000000	0.666667	0.013605	0.026667
great,product	2.000000	0.181818	0.013605	0.025316
laptop,to	2.000000	0.181818	0.013605	0.025316
great,deal	3.000000	1.000000	0.020408	0.040000
i,would	3.000000	0.044776	0.020408	0.028037
a,littl	4.000000	0.129032	0.027211	0.044944
wish,it	2.000000	0.285714	0.013605	0.025974
laptop,for	7.000000	0.333333	0.047619	0.083333
the,box	2.000000	0.166667	0.013605	0.025157
it',price	2.000000	1.000000	0.013605	0.026846
for,the	30.000000	0.555556	0.204082	0.298507
and,a	2.000000	0.133333	0.013605	0.024691
all,for	2.000000	0.500000	0.013605	0.026490
i,will	2.000000	0.111111	0.013605	0.024242
would,not	2.000000	0.142857	0.013605	0.024845
after,onli	2.000000	0.250000	0.013605	0.025806
could,be	2.000000	0.285714	0.013605	0.025974
wa,a	3.000000	0.187500	0.020408	0.036810
a,cheap	2.000000	0.666667	0.013605	0.026667
veri,good	5.000000	0.384615	0.034014	0.062500
want,to	3.000000	0.115385	0.020408	0.034682
wa,just	2.000000	0.666667	0.013605	0.026667
laptop,is	4.000000	0.111111	0.027211	0.043716
my,budget	2.000000	1.000000	0.013605	0.026846
impress,with	2.000000	0.285714	0.013605	0.025974
is,as	2.000000	0.500000	0.013605	0.026490
thi,fit	2.000000	1.000000	0.013605	0.026846
