speaker,did	2.000000	1.000000	0.054054	0.102564
and,the	5.000000	0.073529	0.135135	0.095238
is,the	2.000000	0.046512	0.054054	0.050000
sound,quality	4.000000	1.000000	0.108108	0.195122
the,only	4.000000	0.121212	0.108108	0.114286
the,speakers	6.000000	1.000000	0.162162	0.279070
have,to	2.000000	0.062500	0.054054	0.057971
also,the	2.000000	0.250000	0.054054	0.088889
built,in	2.000000	0.285714	0.054054	0.090909
crystal,clear	2.000000	0.400000	0.054054	0.095238
is,a	2.000000	0.021978	0.054054	0.031250
sound,is	6.000000	1.000000	0.162162	0.279070
the,sound	7.000000	0.875000	0.189189	0.311111
did,not	2.000000	0.222222	0.054054	0.086957
right,speaker	2.000000	1.000000	0.054054	0.102564
the,volume	3.000000	1.000000	0.081081	0.150000
great,and	3.000000	0.428571	0.081081	0.136364
quality,and	2.000000	0.200000	0.054054	0.085106
the,right	2.000000	0.333333	0.054054	0.093023
very,loud	2.000000	0.666667	0.054054	0.100000
webcam,is	2.000000	1.000000	0.054054	0.102564
is,crystal	2.000000	0.500000	0.054054	0.097561
only,thing	2.000000	0.200000	0.054054	0.085106
is,great	3.000000	0.125000	0.081081	0.098361
are,great	2.000000	0.333333	0.054054	0.093023
for,skype	2.000000	1.000000	0.054054	0.102564
loud,but	2.000000	0.666667	0.054054	0.100000
and,everything	2.000000	0.666667	0.054054	0.100000
i,have	3.000000	0.034483	0.081081	0.048387
are,not	2.000000	0.400000	0.054054	0.095238
speakers,are	3.000000	1.000000	0.081081	0.150000
not,work	2.000000	0.285714	0.054054	0.090909
at,all	2.000000	0.095238	0.054054	0.068966
